Chronon Stage,System Depth,dt,Time | Depth Differential,Sommerfeld's Constant,McElveen's EQ,"Information Creation/ ""Distance to Event Horizon"" Rceh [Glyr]",Entropic Error Rate,pi(n),2(pi)*(EQ),,(C*pi)*(B/C),,,,,,2pi(n)+((Cpi*C/2)+2pi),,CAM Equation,x/lnx,difference u-v,t/u,li(x),g^-1,,
4269,4270,16,0.0037470726,0.0002341920375,266.875,13.94614949,0.07170437981,13414.60063,1676.825079,40.94905468,13414.60063,,,13414.60063,1676.825079,,27237.60831,,63.85573275,510.8040985,446.9483657,0.12501022,1.914020041,0.07170437981,0,1
4270,4271,2,0.0004682744088,0.0002341372044,2135.5,16.02605936,0.06239837114,13417.74222,13417.74222,115.8349784,13417.74222,,,13417.74222,13417.74222,,26848.05082,,510.9100654,510.909413,-0.000652431209,1.000001277,0.2392458033,0.06239837114,0,1
4271,4272,20,0.00468164794,0.000234082397,213.6,13.72394249,0.07286535927,13420.88382,1342.088382,36.63452445,13420.88382,,,13420.88382,1342.088382,,27476.36935,,51.1079953,511.014725,459.9067297,0.1000127644,2.392391035,0.07286535927,0,1
4272,4273,2,0.0004680552305,0.0002340276153,2136.5,16.02699569,0.06239472571,13424.02541,13424.02541,115.8620965,13424.02541,,,13424.02541,13424.02541,,26860.61719,,511.1206866,511.1200344,-0.0006521623555,1.000001276,0.2392324055,0.06239472571,0,1
4273,4274,4,0.0009358914366,0.0002339728591,1068.5,15.33431651,0.06521320982,13427.167,6713.583501,81.93646014,13427.167,,,13427.167,6713.583501,,26885.74993,,255.6139747,511.2253413,255.6113666,0.5000025508,0.4784514191,0.06521320982,0,1
4274,4275,18,0.004210526316,0.0002339181287,237.5,13.830707,0.0723028837,13430.30859,1492.25651,38.62973609,13430.30859,,,13430.30859,1492.25651,,27375.83838,,56.82038311,511.3306457,454.5102626,0.1111225849,2.15297114,0.0723028837,0,1
4275,4276,6,0.001403180543,0.0002338634238,712.6666667,14.92978708,0.06698019168,13433.45019,4477.816729,66.91649071,13433.45019,,,13433.45019,4477.816729,,26929.73223,,170.4806044,511.4359475,340.955343,0.3333371564,0.7176369703,0.06698019168,0,1
4276,4277,8,0.001870469956,0.0002338087444,534.625,14.64257267,0.06829400968,13436.59178,3359.147945,57.95815684,13436.59178,,,13436.59178,3359.147945,,26979.99771,,127.8879182,511.5412467,383.6533286,0.2500050954,0.956822533,0.06829400968,0,1
4277,4278,16,0.003740065451,0.0002337540907,267.375,13.94989306,0.07168513736,13439.73337,1679.966672,40.9873965,13439.73337,,,13439.73337,1679.966672,,27287.87379,,63.96102978,511.6465434,447.6855137,0.1250101864,1.91359156,0.07168513736,0,1
4278,4279,4,0.00093479785,0.0002336994625,1069.75,15.33665487,0.06520326684,13442.87496,6721.437482,81.9843734,13442.87496,,,13442.87496,6721.437482,,26917.16586,,255.8772215,511.7518376,255.8746161,0.5000025456,0.4783845175,0.06520326684,0,1
4279,4280,16,0.003738317757,0.0002336448598,267.5,13.95082785,0.07168033398,13446.01656,1680.75207,40.99697635,13446.01656,,,13446.01656,1680.75207,,27300.44016,,63.98735086,511.8571292,447.8697784,0.125010178,1.913484595,0.07168033398,0,1
4280,4281,4,0.0009343611306,0.0002335902826,1070.25,15.33758945,0.06519929375,13449.15815,6724.579075,82.00353087,13449.15815,,,13449.15815,6724.579075,,26929.73223,,255.9825113,511.9624183,255.979907,0.5000025435,0.478357784,0.06519929375,0,1
4281,4282,4,0.0009341429239,0.000233535731,1070.5,15.33805658,0.06519730808,13452.29974,6726.149871,82.01310792,13452.29974,,,13452.29974,6726.149871,,26936.01541,,256.0351543,512.0677048,256.0325505,0.5000025425,0.478344423,0.06519730808,0,1
4282,4283,2,0.0004669624095,0.0002334812048,2141.5,16.03167077,0.06237653043,13455.44134,13455.44134,115.9975919,13455.44134,,,13455.44134,13455.44134,,26923.44904,,512.1736397,512.1729888,-0.0006508216018,1.000001271,0.239165533,0.06237653043,0,1
4283,4284,36,0.008403361345,0.000233426704,119,13.14176592,0.07609327435,13458.58293,747.6990516,27.34408623,13458.58293,,,13458.58293,747.6990516,,28959.20108,,28.47161533,512.2782703,483.806655,0.055578417,4.304859414,0.07609327435,0,1
4284,4285,4,0.0009334889148,0.0002333722287,1071.25,15.3394573,0.06519135458,13461.72452,6730.86226,82.04183238,13461.72452,,,13461.72452,6730.86226,,26954.86497,,256.1930757,512.3835492,256.1904735,0.5000025393,0.4783043633,0.06519135458,0,1
4285,4286,4,0.0009332711153,0.0002333177788,1071.5,15.33992399,0.06518937125,13464.86611,6732.433057,82.05140496,13464.86611,,,13464.86611,6732.433057,,26961.14815,,256.2457136,512.4888256,256.243112,0.5000025383,0.4782910178,0.06518937125,0,1
4286,4287,4,0.0009330534173,0.0002332633543,1071.75,15.34039057,0.0651873885,13468.00771,6734.003853,82.06097643,13468.00771,,,13468.00771,6734.003853,,26967.43134,,256.2983503,512.5940994,256.2957491,0.5000025372,0.4782776762,0.0651873885,0,1
4287,4288,14,0.003264925373,0.0002332089552,306.2857143,14.08809408,0.07098192237,13471.1493,1924.4499,43.86855252,13471.1493,,,13471.1493,1924.4499,,27256.45786,,73.24731827,512.6993707,439.4520525,0.1428660194,1.673925184,0.07098192237,0,1
4288,4289,2,0.000466309163,0.0002331545815,2144.5,16.03447059,0.06236563873,13474.29089,13474.29089,116.0788133,13474.29089,,,13474.29089,13474.29089,,26961.14815,,512.8052895,512.8046395,-0.0006500199573,1.000001268,0.2391255022,0.06236563873,0,1
4289,4290,32,0.007459207459,0.0002331002331,134.0625,13.26234812,0.07540142898,13477.43248,842.3395302,29.02308616,13477.43248,,,13477.43248,842.3395302,,28569.64359,,32.06726662,512.9099057,480.8426391,0.06252027162,3.825901395,0.07540142898,0,1
4290,4291,4,0.0009321836402,0.00023304591,1072.75,15.34225581,0.06517946334,13480.57408,6740.287038,82.09925114,13480.57408,,,13480.57408,6740.287038,,26992.56408,,256.5088842,513.0151694,256.5062852,0.5000025331,0.4782243481,0.06517946334,0,1
4291,4292,12,0.002795899348,0.0002329916123,357.6666667,14.24410956,0.07020445862,13483.71567,2247.285945,47.40554762,13483.71567,,,13483.71567,2247.285945,,27199.90919,,85.52396945,513.1204306,427.5964612,0.1666742627,1.434633077,0.07020445862,0,1
4292,4293,10,0.002329373399,0.0002329373399,429.3,14.42689704,0.06931497445,13486.85726,2697.371452,51.93622486,13486.85726,,,13486.85726,2697.371452,,27137.07734,,102.6483853,513.2256892,410.577304,0.2000063275,1.195494268,0.06931497445,0,1
4293,4294,8,0.001863064741,0.0002328830927,536.75,14.65050642,0.06825702618,13489.99885,3372.499714,58.07322717,13489.99885,,,13489.99885,3372.499714,,27086.81186,,128.3353337,513.3309453,384.9956116,0.2500050599,0.956368785,0.06825702618,0,1
4294,4295,4,0.0009313154831,0.0002328288708,1073.75,15.34411931,0.06517154748,13493.14045,6746.570224,82.13750802,13493.14045,,,13493.14045,6746.570224,,27017.69682,,256.7193979,513.4361989,256.716801,0.5000025289,0.4781710816,0.06517154748,0,1
4295,4296,16,0.003724394786,0.0002327746741,268.5,13.95829055,0.07164201063,13496.28204,1687.035255,41.07353473,13496.28204,,,13496.28204,1687.035255,,27400.97112,,64.19787386,513.5414499,449.3435761,0.1250101114,1.912631098,0.07164201063,0,1
4296,4297,2,0.0004654410054,0.0002327205027,2148.5,16.03819759,0.06235114604,13499.42363,13499.42363,116.1870201,13499.42363,,,13499.42363,13499.42363,,27011.41364,,513.6473474,513.6466984,-0.0006489543252,1.000001263,0.2390722357,0.06235114604,0,1
4297,4298,8,0.001861330852,0.0002326663564,537.25,14.65236861,0.06824835127,13502.56523,3375.641306,58.10026942,13502.56523,,,13502.56523,3375.641306,,27111.9446,,128.4405814,513.7519444,385.311363,0.2500050516,0.9562623441,0.06824835127,0,1
4298,4299,4,0.0009304489416,0.0002326122354,1074.75,15.34598107,0.06516364091,13505.70682,6752.853409,82.17574708,13505.70682,,,13505.70682,6752.853409,,27042.82956,,256.9298913,513.8571878,256.9272965,0.5000025248,0.4781178766,0.06516364091,0,1
4299,4300,18,0.004186046512,0.0002325581395,238.8888889,13.84236885,0.07224197037,13508.84841,1500.983157,38.74252388,13508.84841,,,13508.84841,1500.983157,,27532.91802,,57.11277341,513.9624287,456.8496553,0.1111224677,2.151470632,0.07224197037,0,1
4300,4301,8,0.001860032551,0.0002325040688,537.625,14.65376412,0.06824185182,13511.99,3377.997501,58.12054285,13511.99,,,13511.99,3377.997501,,27130.79416,,128.5195105,514.0676671,385.5481567,0.2500050454,0.956182594,0.06824185182,0,1
4301,4302,12,0.002789400279,0.0002324500232,358.5,14.24876397,0.07018152607,13515.1316,2252.521933,47.46074096,13515.1316,,,13515.1316,2252.521933,,27262.74105,,85.69937354,514.172903,428.4735294,0.1666742316,1.434234039,0.07018152607,0,1
4302,4303,4,0.0009295840112,0.0002323960028,1075.75,15.3478411,0.06515574361,13518.27319,6759.136594,82.21396836,13518.27319,,,13518.27319,6759.136594,,27067.9623,,257.1403645,514.2781363,257.1377718,0.5000025206,0.4780647328,0.06515574361,0,1
4303,4304,10,0.002323420074,0.0002323420074,430.4,14.43201511,0.06929039308,13521.41478,2704.282956,52.00272066,13521.41478,,,13521.41478,2704.282956,,27206.19238,,102.8799135,514.3833671,411.5034536,0.200006299,1.195128641,0.06929039308,0,1
4304,4305,16,0.003716608595,0.0002322880372,269.0625,13.96247611,0.07162053435,13524.55637,1690.569547,41.11653617,13524.55637,,,13524.55637,1690.569547,,27457.51979,,64.31625748,514.4885954,450.1723379,0.1250100742,1.912152735,0.07162053435,0,1
4305,4306,4,0.0009289363679,0.000232234092,1076.5,15.34923499,0.06514982671,13527.69797,6763.848983,82.24262267,13527.69797,,,13527.69797,6763.848983,,27086.81186,,257.2982061,514.5938211,257.2956151,0.5000025176,0.4780249151,0.06514982671,0,1
4306,4307,4,0.0009287206873,0.0002321801718,1076.75,15.34969941,0.06514785556,13530.83956,6765.41978,82.25217188,13530.83956,,,13530.83956,6765.41978,,27093.09504,,257.3508174,514.6990444,257.3482269,0.5000025165,0.4780116502,0.06514785556,0,1
4307,4308,12,0.00278551532,0.0002321262767,359,14.25155143,0.07016779928,13533.98115,2255.663525,47.49382618,13533.98115,,,13533.98115,2255.663525,,27300.44016,,85.80459578,514.8042651,428.9996693,0.1666742131,1.433995167,0.07016779928,0,1
4308,4309,4,0.0009282896264,0.0002320724066,1077.25,15.35062791,0.065143915,13537.12274,6768.561372,82.27126699,13537.12274,,,13537.12274,6768.561372,,27105.66142,,257.4560364,514.9094833,257.4534469,0.5000025145,0.4779851318,0.065143915,0,1
4309,4310,8,0.001856148492,0.0002320185615,538.75,14.65794482,0.06822238806,13540.26434,3385.066084,58.18132075,13540.26434,,,13540.26434,3385.066084,,27187.34282,,128.7562636,515.0146989,386.2584353,0.2500050269,0.9559437567,0.06822238806,0,1
4310,4311,6,0.001391788448,0.0002319647414,718.5,14.94609088,0.06690712695,13543.40593,4514.468643,67.18979568,13543.40593,,,13543.40593,4514.468643,,27149.64371,,171.7085786,515.1199121,343.4113334,0.333337102,0.716937943,0.06690712695,0,1
4311,4312,24,0.005565862709,0.0002319109462,179.6666667,13.56026039,0.07374489655,13546.54752,1128.87896,33.59879403,13546.54752,,,13546.54752,1128.87896,,28004.15691,,42.94319021,515.2251227,472.2819325,0.08334840115,2.867672297,0.07374489655,0,1
4312,4313,4,0.0009274287039,0.000231857176,1078.25,15.35248363,0.06513604078,13549.68911,6774.844557,82.30944391,13549.68911,,,13549.68911,6774.844557,,27130.79416,,257.6664591,515.3303308,257.6638717,0.5000025104,0.4779321408,0.06513604078,0,1
4313,4314,8,0.001854427446,0.0002318034307,539.25,14.65980011,0.0682137541,13552.83071,3388.207677,58.20831278,13552.83071,,,13552.83071,3388.207677,,27212.47557,,128.8614709,515.4355364,386.5740655,0.2500050187,0.955837805,0.0682137541,0,1
4314,4315,4,0.0009269988413,0.0002317497103,1078.75,15.35341085,0.06513210713,13555.9723,6777.98615,82.32852574,13555.9723,,,13555.9723,6777.98615,,27143.36053,,257.7716628,515.5407394,257.7690766,0.5000025083,0.4779056681,0.06513210713,0,1
4315,4316,12,0.002780352178,0.0002316960148,359.6666667,14.255262,0.07014953494,13559.11389,2259.852315,47.53790399,13559.11389,,,13559.11389,2259.852315,,27350.70564,,85.94486859,515.64594,429.7010714,0.1666741885,1.433677312,0.07014953494,0,1
4316,4317,4,0.0009265693769,0.0002316423442,1079.25,15.35433763,0.06512817577,13562.25549,6781.127743,82.34760314,13562.25549,,,13562.25549,6781.127743,,27155.9269,,257.8768616,515.751138,257.8742764,0.5000025063,0.4778792105,0.06512817577,0,1
4317,4318,8,0.001852709588,0.0002315886985,539.75,14.66165368,0.06820513032,13565.39708,3391.34927,58.2352923,13565.39708,,,13565.39708,3391.34927,,27237.60831,,128.9666681,515.8563335,386.8896654,0.2500050105,0.955731975,0.06820513032,0,1
4318,4319,4,0.0009261403103,0.0002315350776,1079.75,15.35526398,0.06512424671,13568.53867,6784.269335,82.36667612,13568.53867,,,13568.53867,6784.269335,,27168.49327,,257.9820553,515.9615265,257.9794712,0.5000025042,0.4778527682,0.06512424671,0,1
4319,4320,48,0.01111111111,0.0002314814815,90,12.87082035,0.07769512531,13571.68026,565.4866776,23.77996379,13571.68026,,,13571.68026,565.4866776,,30768.75845,,21.51827951,516.066717,494.5484375,0.04169670084,5.734074633,0.07769512531,0,1
4320,4321,4,0.0009257116408,0.0002314279102,1080.25,15.35618991,0.06512031994,13574.82186,6787.410928,82.38574469,13574.82186,,,13574.82186,6787.410928,,27181.05964,,258.087244,516.1719049,258.0846609,0.5000025022,0.4778263411,0.06512031994,0,1
4321,4322,4,0.0009254974549,0.0002313743637,1080.5,15.35665271,0.06511835741,13577.96345,6788.981724,82.39527732,13577.96345,,,13577.96345,6788.981724,,27187.34282,,258.1398365,516.2770904,258.1372539,0.5000025012,0.4778131332,0.06511835741,0,1
4322,4323,8,0.001850566736,0.000231320842,540.375,14.66396823,0.06819436489,13581.10504,3395.27626,58.26899914,13581.10504,,,13581.10504,3395.27626,,27269.02423,,129.0981504,516.3822733,387.2841229,0.2500050003,0.9555998581,0.06819436489,0,1
4323,4324,12,0.002775208141,0.0002312673451,360.3333333,14.25896571,0.0701313139,13584.24663,2264.041106,47.58194096,13584.24663,,,13584.24663,2264.041106,,27400.97112,,86.08511457,516.4874538,430.4023392,0.166674164,1.433360186,0.0701313139,0,1
4324,4325,6,0.001387283237,0.0002312138728,720.8333333,14.95257537,0.06687811131,13587.38823,4529.129409,67.29880689,13587.38823,,,13587.38823,4529.129409,,27237.60831,,172.1994796,516.5926317,344.393152,0.3333370805,0.7166602983,0.06687811131,0,1
4325,4326,16,0.003698566805,0.0002311604253,270.375,13.97220849,0.07157064688,13590.52982,1698.816227,41.21669841,13590.52982,,,13590.52982,1698.816227,,27589.46668,,64.59238678,516.6978071,452.1054203,0.1250099882,1.911041358,0.07157064688,0,1
4326,4327,2,0.0004622140051,0.0002311070025,2163.5,16.0521123,0.06229709719,13593.67141,13593.67141,116.5919011,13593.67141,,,13593.67141,13593.67141,,27199.90919,,516.803625,516.80298,-0.0006449909667,1.000001248,0.2388735752,0.06229709719,0,1
4327,4328,8,0.001848428835,0.0002310536044,541,14.6662801,0.06818361529,13596.813,3399.203251,58.30268648,13596.813,,,13596.813,3399.203251,,27300.44016,,129.229617,516.9081504,387.6785333,0.2500049901,0.9554679304,0.06818361529,0,1
4328,4329,12,0.002772002772,0.000231000231,360.75,14.26127705,0.07011994766,13599.9546,2266.6591,47.60944339,13599.9546,,,13599.9546,2266.6591,,27432.38705,,86.17275471,517.0133182,430.8405635,0.1666741488,1.433162351,0.07011994766,0,1
4329,4330,8,0.001847575058,0.0002309468822,541.25,14.6672041,0.06817931987,13603.09619,3400.774048,58.31615597,13603.09619,,,13603.09619,3400.774048,,27313.00653,,129.2821993,517.1184836,387.8362843,0.2500049861,0.9554152122,0.06817931987,0,1
4330,4331,4,0.0009235742323,0.0002308935581,1082.75,15.36081312,0.06510072039,13606.23778,6803.118891,82.4810214,13606.23778,,,13606.23778,6803.118891,,27243.89149,,258.6131122,517.2236465,258.6105343,0.500002492,0.4776944322,0.06510072039,0,1
4331,4332,18,0.004155124654,0.0002308402585,240.6666667,13.85719746,0.0721646641,13609.37938,1512.153264,38.8864149,13609.37938,,,13609.37938,1512.153264,,27733.97995,,57.48677744,517.3288068,459.8420294,0.1111223204,2.149565679,0.0721646641,0,1
4332,4333,4,0.0009231479345,0.0002307869836,1083.25,15.36173648,0.06509680733,13612.52097,6806.260484,82.50006354,13612.52097,,,13612.52097,6806.260484,,27256.45786,,258.7182708,517.4339647,258.7156939,0.50000249,0.4776680957,0.06509680733,0,1
4333,4334,8,0.001845869866,0.0002307337333,541.75,14.66905082,0.06817073661,13615.66256,3403.91564,58.34308562,13615.66256,,,13615.66256,3403.91564,,27338.13927,,129.3873563,517.53912,388.1517637,0.250004978,0.9553098662,0.06817073661,0,1
4334,4335,12,0.00276816609,0.0002306805075,361.25,14.26404713,0.07010633034,13618.80415,2269.800692,47.64242534,13618.80415,,,13618.80415,2269.800692,,27470.08616,,86.2779091,517.6442729,431.3663638,0.1666741305,1.432925323,0.07010633034,0,1
4335,4336,10,0.002306273063,0.0002306273063,433.6,14.44682999,0.06921933742,13621.94575,2724.389149,52.19568133,13621.94575,,,13621.94575,2724.389149,,27407.25431,,103.5531037,517.7494232,414.1963195,0.2000062174,1.194071548,0.06921933742,0,1
4336,4337,2,0.0004611482592,0.0002305741296,2168.5,16.05672911,0.06227918484,13625.08734,13625.08734,116.7265494,13625.08734,,,13625.08734,13625.08734,,27262.74105,,517.8552147,517.854571,-0.0006436812043,1.000001243,0.2388077339,0.06227918484,0,1
4337,4338,12,0.002766251729,0.0002305209774,361.5,14.26543073,0.07009953073,13628.22893,2271.371489,47.65890776,13628.22893,,,13628.22893,2271.371489,,27488.93572,,86.33048067,517.9597164,431.6292357,0.1666741214,1.432806961,0.07009953073,0,1
4338,4339,2,0.0004609356995,0.0002304678497,2169.5,16.05765119,0.06227560856,13631.37052,13631.37052,116.7534604,13631.37052,,,13631.37052,13631.37052,,27275.30742,,518.0655026,518.0648592,-0.0006434199133,1.000001242,0.2387945882,0.06227560856,0,1
4339,4340,24,0.005529953917,0.0002304147465,180.8333333,13.57320542,0.07367456461,13634.51212,1136.209343,33.70770451,13634.51212,,,13634.51212,1136.209343,,28180.0861,,43.18855249,518.1699995,474.981447,0.08334823037,2.865456219,0.07367456461,0,1
4340,4341,4,0.0009214466713,0.0002303616678,1085.25,15.36542567,0.0650811778,13637.65371,6818.826855,82.57618818,13637.65371,,,13637.65371,6818.826855,,27306.72335,,259.138855,518.2751374,259.1362824,0.5000024819,0.4775629001,0.0650811778,0,1
4341,4342,8,0.001842468908,0.0002303086135,542.75,14.67273916,0.0681536003,13640.7953,3410.198825,58.39690767,13640.7953,,,13640.7953,3410.198825,,27388.40475,,129.5976403,518.3802727,388.7826324,0.2500049618,0.9550995351,0.0681536003,0,1
4342,4343,4,0.0009210223348,0.0002302555837,1085.75,15.3663469,0.06507727609,13643.93689,6821.968447,82.59520838,13643.93689,,,13643.93689,6821.968447,,27319.28972,,259.2439886,518.4854055,259.241417,0.5000024799,0.4775366388,0.06507727609,0,1
4343,4344,16,0.003683241252,0.0002302025783,271.5,13.980513,0.07152813348,13647.07849,1705.884811,41.30235842,13647.07849,,,13647.07849,1705.884811,,27702.56402,,64.82895904,518.5905359,453.7615768,0.1250099155,1.910094055,0.07152813348,0,1
4344,4345,8,0.001841196778,0.0002301495972,543.125,14.67412053,0.06814718454,13650.22008,3412.55502,58.41707815,13650.22008,,,13650.22008,3412.55502,,27407.25431,,129.6764865,518.6956637,389.0191772,0.2500049558,0.9550207847,0.06814718454,0,1
4345,4346,8,0.001840773125,0.0002300966406,543.25,14.67458078,0.06814504721,13653.36167,3413.340418,58.4238001,13653.36167,,,13653.36167,3413.340418,,27413.5375,,129.7027673,518.800789,389.0980218,0.2500049538,0.9549945495,0.06814504721,0,1
4346,4347,16,0.003680699333,0.0002300437083,271.6875,13.98189374,0.07152106994,13656.50327,1707.062908,41.31661782,13656.50327,,,13656.50327,1707.062908,,27721.41358,,64.86837792,518.9059119,454.037534,0.1250099034,1.909936644,0.07152106994,0,1
4347,4348,6,0.001379944802,0.0002299908004,724.6666667,14.96318303,0.06683070027,13659.64486,4553.214953,67.47751442,13659.64486,,,13659.64486,4553.214953,,27382.12157,,173.0056041,519.0110322,346.0054281,0.3333370457,0.7162065762,0.06683070027,0,1
4348,4349,2,0.0004598758335,0.0002299379168,2174.5,16.06225524,0.062257758,13662.78645,13662.78645,116.8879226,13662.78645,,,13662.78645,13662.78645,,27338.13927,,519.1167922,519.1161501,-0.000642116897,1.000001237,0.2387289722,0.062257758,0,1
4349,4350,24,0.005517241379,0.0002298850575,181.25,13.57780842,0.0736495883,13665.92804,1138.827337,33.74651592,13665.92804,,,13665.92804,1138.827337,,28242.91796,,43.27614236,519.2212654,475.9451231,0.08334817011,2.864669051,0.0736495883,0,1
4350,4351,4,0.0009193288899,0.0002298322225,1087.75,15.3700276,0.06506169187,13669.06964,6834.534818,82.67124541,13669.06964,,,13669.06964,6834.534818,,27369.5552,,259.6644729,519.3263783,259.6619054,0.5000024719,0.4774317429,0.06506169187,0,1
4351,4352,18,0.004136029412,0.0002297794118,241.7777778,13.86640982,0.07211672041,13672.21123,1519.134581,38.97607703,13672.21123,,,13672.21123,1519.134581,,27859.64365,,57.72038528,519.4314887,461.7111034,0.1111222299,2.148383915,0.07211672041,0,1
4352,4353,4,0.0009189065013,0.0002297266253,1088.25,15.37094672,0.06505780145,13675.35282,6837.676411,82.69024374,13675.35282,,,13675.35282,6837.676411,,27382.12157,,259.7695815,519.5365966,259.7670151,0.5000024699,0.4774055562,0.06505780145,0,1
4353,4354,8,0.001837390905,0.0002296738631,544.25,14.67825894,0.06812797103,13678.49441,3419.623603,58.47754786,13678.49441,,,13678.49441,3419.623603,,27463.80298,,129.9129913,519.6417019,389.7287106,0.2500049377,0.954784937,0.06812797103,0,1
4354,4355,8,0.001836969001,0.0002296211251,544.375,14.67871824,0.06812583932,13681.63601,3420.409002,58.48426285,13681.63601,,,13681.63601,3420.409002,,27470.08616,,129.9392666,519.7468048,389.8075383,0.2500049358,0.9547587689,0.06812583932,0,1
4355,4356,27,0.006198347107,0.0002295684114,161.3333333,13.4627821,0.07427885205,13684.7776,1013.68723,31.8384552,13684.7776,,,13684.7776,1013.68723,,28520.94891,,38.51620446,519.8519053,481.3357008,0.07409072482,3.222222553,0.07427885205,0,1
4356,4357,2,0.0004590314437,0.0002295157218,2178.5,16.06593087,0.06224351443,13687.91919,13687.91919,116.9953811,13687.91919,,,13687.91919,13687.91919,,27388.40475,,519.9576443,519.9570032,-0.0006410784958,1.000001233,0.2386766138,0.06224351443,0,1
4357,4358,4,0.0009178522258,0.0002294630564,1089.5,15.37324267,0.06504808527,13691.06078,6845.530392,82.73772049,13691.06078,,,13691.06078,6845.530392,,27413.5375,,260.0323312,520.0620986,260.0297674,0.5000024649,0.4773401548,0.06504808527,0,1
4358,4359,4,0.0009176416609,0.0002294104152,1089.75,15.37370154,0.06504614371,13694.20238,6847.101188,82.74721257,13694.20238,,,13694.20238,6847.101188,,27419.82068,,260.0848774,520.1671915,260.0823141,0.5000024639,0.4773270856,0.06504614371,0,1
4359,4360,16,0.003669724771,0.0002293577982,272.5,13.98786595,0.07149053355,13697.34397,1712.167996,41.37835178,13697.34397,,,13697.34397,1712.167996,,27803.09498,,65.03916069,520.272282,455.2331213,0.1250098515,1.909256081,0.07149053355,0,1
4360,4361,6,0.001375831231,0.0002293052052,726.8333333,14.96915387,0.0668040431,13700.48556,4566.828521,67.57831398,13700.48556,,,13700.48556,4566.828521,,27463.80298,,173.461045,520.37737,346.916325,0.3333370262,0.7159514377,0.0668040431,0,1
4361,4362,8,0.001834021091,0.0002292526364,545.25,14.68193035,0.06811093474,13703.62715,3425.906789,58.53124626,13703.62715,,,13703.62715,3425.906789,,27514.06846,,130.1231756,520.4824555,390.3592799,0.2500049218,0.9545758009,0.06811093474,0,1
4362,4363,2,0.0004584001834,0.0002292000917,2181.5,16.06868317,0.06223285316,13706.76875,13706.76875,117.0759102,13706.76875,,,13706.76875,13706.76875,,27426.10387,,520.5881788,520.5875385,-0.0006403020137,1.00000123,0.2386374231,0.06223285316,0,1
4363,4364,6,0.001374885426,0.000229147571,727.3333333,14.97052922,0.06679790574,13709.91034,4569.970113,67.60155408,13709.91034,,,13709.91034,4569.970113,,27482.65253,,173.5661268,520.692619,347.1264921,0.3333370217,0.7158926934,0.06679790574,0,1
4364,4365,12,0.002749140893,0.0002290950745,363.75,14.27784029,0.07003860387,13713.05193,2285.508655,47.80699379,13713.05193,,,13713.05193,2285.508655,,27658.58172,,86.8034564,520.797697,433.9942406,0.1666740404,1.431746246,0.07003860387,0,1
4365,4366,8,0.001832340815,0.0002290426019,545.75,14.68376353,0.06810243149,13716.19353,3429.048381,58.558077,13716.19353,,,13716.19353,3429.048381,,27539.2012,,130.2282528,520.9027726,390.6745198,0.2500049139,0.954471411,0.06810243149,0,1
4366,4367,4,0.0009159606137,0.0002289901534,1091.75,15.37736875,0.06503063148,13719.33512,6859.667559,82.82311005,13719.33512,,,13719.33512,6859.667559,,27470.08616,,260.5052024,521.0078456,260.5026432,0.500002456,0.477222666,0.06503063148,0,1
4367,4368,40,0.009157509158,0.0002289377289,109.2,13.07524158,0.07648042247,13722.47671,686.1238355,26.19396563,13722.47671,,,13722.47671,686.1238355,,29964.51073,,26.06843769,521.1129162,495.0444785,0.05002454723,4.772096302,0.07648042247,0,1
4368,4369,4,0.0009155413138,0.0002288853285,1092.25,15.3782845,0.06502675901,13725.6183,6862.809152,82.84207356,13725.6183,,,13725.6183,6862.809152,,27482.65253,,260.6102712,521.2179843,260.6077131,0.500002454,0.4771965981,0.06502675901,0,1
4369,4370,16,0.003661327231,0.0002288329519,273.125,13.99244785,0.07146712358,13728.7599,1716.094987,41.42577684,13728.7599,,,13728.7599,1716.094987,,27865.92684,,65.17049635,521.3230499,456.1525536,0.1250098118,1.908734279,0.07146712358,0,1
4370,4371,8,0.001830244795,0.0002287805994,546.375,14.68605265,0.06809181636,13731.90149,3432.975372,58.59159814,13731.90149,,,13731.90149,3432.975372,,27570.61713,,130.3595853,521.4281131,391.0685277,0.250004904,0.95434109,0.06809181636,0,1
4371,4372,6,0.001372369625,0.0002287282708,728.6666667,14.97419223,0.06678156556,13735.04308,4578.347694,67.66348863,13735.04308,,,13735.04308,4578.347694,,27532.91802,,173.8463087,521.5331737,347.6868651,0.3333370098,0.715736286,0.06678156556,0,1
4372,4373,2,0.0004573519323,0.0002286759662,2186.5,16.07326192,0.06221512502,13738.18467,13738.18467,117.2100024,13738.18467,,,13738.18467,13738.18467,,27488.93572,,521.6388709,521.6382319,-0.0006390123144,1.000001225,0.2385722533,0.06221512502,0,1
4373,4374,16,0.003657978967,0.0002286236854,273.375,13.99427768,0.07145777888,13741.32627,1717.665783,41.44473167,13741.32627,,,13741.32627,1717.665783,,27891.05958,,65.22302194,521.7432876,456.5202657,0.125009796,1.908525972,0.07145777888,0,1
4374,4375,10,0.002285714286,0.0002285714286,437.5,14.4647385,0.06913363831,13744.46786,2748.893572,52.42989197,13744.46786,,,13744.46786,2748.893572,,27652.29854,,104.3728619,521.8483409,417.4754789,0.2000061201,1.192796208,0.06913363831,0,1
4375,4376,8,0.001828153565,0.0002285191956,547,14.68833915,0.06808121667,13747.60945,3436.902363,58.62510011,13747.60945,,,13747.60945,3436.902363,,27602.03305,,130.4909024,521.9533916,391.4624892,0.2500048941,0.9542109536,0.06808121667,0,1
